MW,AliR_C,AroR_C,ChiA_C,SA,NHOH_C,HetA_C,RotB_C,BriA_C,HBD_C,HBA_C,FusedR_C,LogP_C,source
0.7928060000000003,0.75,0.6666666666666666,0.5,0.9,0.0,0.9,0.5,0.0,0.0,0.8,0.3333333333333333,0.31251999999999996,ABL_dataset_2HZ0_GIN_processed
0.8372220000000007,0.75,0.0,0.16666666666666666,0.6333333333333333,0.6666666666666666,0.8,1.0,0.0,0.8,0.8,0.0,0.6200800000000003,ABL_dataset_2HZ0_GIN_processed
0.8331820000000004,0.75,0.3333333333333333,0.8333333333333334,0.9166666666666666,0.0,0.7,0.625,0.0,0.0,0.7,0.3333333333333333,0.7769600000000005,ABL_dataset_2HZ0_GIN_processed
1.0412080000000008,1.5,1.0,1.3333333333333333,1.4833333333333334,0.3333333333333333,0.6,0.375,0.0,0.4,0.4,1.3333333333333333,1.207380000000001,ABL_dataset_2HZ0_GIN_processed
1.0472240000000006,1.0,1.0,0.6666666666666666,1.1166666666666667,0.3333333333333333,0.8,0.25,0.0,0.4,0.4,1.1666666666666667,1.0147600000000008,ABL_dataset_2HZ0_GIN_processed
0.6787900000000002,0.0,0.6666666666666666,0.16666666666666666,0.5499999999999999,0.5,0.6,0.5,0.0,0.6,0.3,0.0,0.4826400000000001,ABL_dataset_2HZ0_GIN_processed
0.7009180000000002,0.0,0.6666666666666666,0.16666666666666666,0.5499999999999999,0.3333333333333333,0.6,1.625,0.0,0.4,0.6,0.3333333333333333,0.5987200000000001,ABL_dataset_2HZ0_GIN_processed
0.8550800000000004,0.5,0.0,0.5,0.65,0.3333333333333333,0.9,1.25,0.0,0.4,0.6,0.0,0.45508000000000004,ABL_dataset_2HZ0_GIN_processed
0.512366,0.5,0.3333333333333333,0.16666666666666666,0.6333333333333333,0.16666666666666666,0.7,0.25,0.0,0.2,0.2,0.0,0.26522,ABL_dataset_2HZ0_GIN_processed
0.5550060000000001,0.25,0.0,0.6666666666666666,0.6166666666666667,0.5,0.5,1.125,0.0,1.0,0.4,0.0,0.5371740000000003,ABL_dataset_2HZ0_GIN_processed
0.414358,0.0,0.6666666666666666,0.0,0.5,0.16666666666666666,0.4,0.125,0.0,0.2,0.2,0.0,0.5464800000000001,ABL_dataset_2HZ0_GIN_processed
0.7006420000000001,0.0,0.6666666666666666,0.3333333333333333,0.6,0.3333333333333333,0.8,0.875,0.0,0.4,0.5,0.0,0.46898,ABL_dataset_2HZ0_GIN_processed
0.7149020000000001,0.25,0.0,0.8333333333333334,0.6666666666666666,0.5,0.8,1.0,0.0,0.6,0.6,0.0,-0.052539999999999365,ABL_dataset_2HZ0_GIN_processed
0.7506940000000001,0.5,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.625,0.0,0.8,0.7,0.0,0.11892,ABL_dataset_2HZ0_GIN_processed
